# from scikit-learn diabetes dataset
0.000000000000000000e+00 9.084061871683783096e+00
8.163265306122448328e-02 1.033283647932879923e+01
1.632653061224489666e-01 1.014683289002825717e+01
2.448979591836734637e-01 1.111434989272080287e+01
3.265306122448979331e-01 1.297925798116063056e+01
4.081632653061224025e-01 1.218105794728663405e+01
4.897959183673469274e-01 1.223549942713923855e+01
5.714285714285713969e-01 1.284675649940174047e+01
6.530612244897958663e-01 1.275876016204661667e+01
7.346938775510203357e-01 1.240162670545129586e+01
8.163265306122448051e-01 1.373478017790820616e+01
8.979591836734692745e-01 1.453653790502588805e+01
9.795918367346938549e-01 1.359958023850516895e+01
1.061224489795918213e+00 1.580679801634012449e+01
1.142857142857142794e+00 1.435629519663611831e+01
1.224489795918367152e+00 1.581548094008056182e+01
1.306122448979591733e+00 1.495156955094424589e+01
1.387755102040816313e+00 1.655264055403248591e+01
1.469387755102040671e+00 1.428710122804227112e+01
1.551020408163265252e+00 1.632075882234212116e+01
1.632653061224489610e+00 1.800075460274837624e+01
1.714285714285714191e+00 1.886894617716498246e+01
1.795918367346938549e+00 1.693394471415695435e+01
1.877551020408163129e+00 1.632760906389209765e+01
1.959183673469387710e+00 1.655228724048814470e+01
2.040816326530612290e+00 1.810751876505250735e+01
2.122448979591836427e+00 1.868043014200398133e+01
2.204081632653061007e+00 1.898874023023204671e+01
2.285714285714285587e+00 2.035508475270997408e+01
2.367346938775510168e+00 2.031583441497114961e+01
2.448979591836734304e+00 2.147580368546289264e+01
2.530612244897958885e+00 2.104916556687630802e+01
2.612244897959183465e+00 2.041471587039778157e+01
2.693877551020408045e+00 2.051742800298846703e+01
2.775510204081632626e+00 1.953707955184690448e+01
2.857142857142856762e+00 2.303696845028776252e+01
2.938775510204081343e+00 2.072417958444903618e+01
3.020408163265305923e+00 2.111987307691721227e+01
3.102040816326530503e+00 2.170187982007875149e+01
3.183673469387754640e+00 2.254653163070843291e+01
3.265306122448979220e+00 2.370137079530592672e+01
3.346938775510203801e+00 2.339410484370643672e+01
3.428571428571428381e+00 2.237703336531062703e+01
3.510204081632652962e+00 2.484062104733783372e+01
3.591836734693877098e+00 2.442572979133688094e+01
3.673469387755101678e+00 2.570856881823043949e+01
3.755102040816326259e+00 2.528446471984185706e+01
3.836734693877550839e+00 2.752449156707258737e+01
3.918367346938775420e+00 2.663378272758741261e+01
4.000000000000000000e+00 2.492501319459038811e+01
